Rezultati: 
Rezultat [natjecatelj=Natjecatelj [id=M14:2, godiste=14, spol=M, ukupanBrojBodova=40], redniBroj=1, vrijeme=55, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z14:128, godiste=14, spol=Z, ukupanBrojBodova=35], redniBroj=61, vrijeme=529, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:130, godiste=14, spol=Z, ukupanBrojBodova=30], redniBroj=63, vrijeme=611, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:129, godiste=14, spol=Z, ukupanBrojBodova=29], redniBroj=62, vrijeme=732, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:134, godiste=14, spol=Z, ukupanBrojBodova=16], redniBroj=65, vrijeme=825, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:140, godiste=14, spol=Z, ukupanBrojBodova=14], redniBroj=69, vrijeme=891, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:133, godiste=14, spol=Z, ukupanBrojBodova=52], redniBroj=73, vrijeme=325, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:121, godiste=14, spol=Z, ukupanBrojBodova=40], redniBroj=67, vrijeme=503, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:125, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=68, vrijeme=522, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:138, godiste=14, spol=Z, ukupanBrojBodova=35], redniBroj=74, vrijeme=652, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:132, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=72, vrijeme=697, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:129, godiste=14, spol=Z, ukupanBrojBodova=29], redniBroj=71, vrijeme=703, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:126, godiste=14, spol=Z, ukupanBrojBodova=14], redniBroj=69, vrijeme=772, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:127, godiste=14, spol=Z, ukupanBrojBodova=22], redniBroj=70, vrijeme=790, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:138, godiste=14, spol=Z, ukupanBrojBodova=35], redniBroj=79, vrijeme=19, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z14:125, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=69, vrijeme=98, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z14:137, godiste=14, spol=Z, ukupanBrojBodova=50], redniBroj=78, vrijeme=210, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:121, godiste=14, spol=Z, ukupanBrojBodova=40], redniBroj=65, vrijeme=223, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:132, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=74, vrijeme=398, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:127, godiste=14, spol=Z, ukupanBrojBodova=22], redniBroj=71, vrijeme=595, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:123, godiste=14, spol=Z, ukupanBrojBodova=30], redniBroj=67, vrijeme=622, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:130, godiste=14, spol=Z, ukupanBrojBodova=30], redniBroj=73, vrijeme=644, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:134, godiste=14, spol=Z, ukupanBrojBodova=16], redniBroj=76, vrijeme=649, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:126, godiste=14, spol=Z, ukupanBrojBodova=14], redniBroj=70, vrijeme=752, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:122, godiste=14, spol=Z, ukupanBrojBodova=5], redniBroj=66, vrijeme=765, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:124, godiste=14, spol=Z, ukupanBrojBodova=1], redniBroj=68, vrijeme=798, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:133, godiste=14, spol=Z, ukupanBrojBodova=52], redniBroj=75, vrijeme=868, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:140, godiste=14, spol=Z, ukupanBrojBodova=14], redniBroj=80, vrijeme=897, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:136, godiste=14, spol=Z, ukupanBrojBodova=9], redniBroj=77, vrijeme=933, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:129, godiste=14, spol=Z, ukupanBrojBodova=29], redniBroj=72, vrijeme=960, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:128, godiste=14, spol=Z, ukupanBrojBodova=35], redniBroj=60, vrijeme=148, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:123, godiste=14, spol=Z, ukupanBrojBodova=30], redniBroj=56, vrijeme=188, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:129, godiste=14, spol=Z, ukupanBrojBodova=29], redniBroj=61, vrijeme=230, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:140, godiste=14, spol=Z, ukupanBrojBodova=14], redniBroj=69, vrijeme=278, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:125, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=58, vrijeme=305, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:136, godiste=14, spol=Z, ukupanBrojBodova=9], redniBroj=66, vrijeme=414, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:127, godiste=14, spol=Z, ukupanBrojBodova=22], redniBroj=59, vrijeme=458, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:130, godiste=14, spol=Z, ukupanBrojBodova=30], redniBroj=62, vrijeme=504, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:135, godiste=14, spol=Z, ukupanBrojBodova=39], redniBroj=65, vrijeme=512, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:122, godiste=14, spol=Z, ukupanBrojBodova=5], redniBroj=55, vrijeme=529, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:132, godiste=14, spol=Z, ukupanBrojBodova=25], redniBroj=63, vrijeme=647, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:134, godiste=14, spol=Z, ukupanBrojBodova=16], redniBroj=64, vrijeme=857, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:137, godiste=14, spol=Z, ukupanBrojBodova=50], redniBroj=67, vrijeme=904, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:139, godiste=14, spol=Z, ukupanBrojBodova=40], redniBroj=68, vrijeme=948, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z14:124, godiste=14, spol=Z, ukupanBrojBodova=1], redniBroj=57, vrijeme=972, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:145, godiste=18, spol=Z, ukupanBrojBodova=6], redniBroj=75, vrijeme=51, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:141, godiste=18, spol=Z, ukupanBrojBodova=12], redniBroj=71, vrijeme=61, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:142, godiste=18, spol=Z, ukupanBrojBodova=83], redniBroj=72, vrijeme=256, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:160, godiste=18, spol=Z, ukupanBrojBodova=35], redniBroj=81, vrijeme=638, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:159, godiste=18, spol=Z, ukupanBrojBodova=21], redniBroj=80, vrijeme=691, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:143, godiste=18, spol=Z, ukupanBrojBodova=44], redniBroj=73, vrijeme=751, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:148, godiste=18, spol=Z, ukupanBrojBodova=26], redniBroj=77, vrijeme=796, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:147, godiste=18, spol=Z, ukupanBrojBodova=9], redniBroj=76, vrijeme=811, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:144, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=74, vrijeme=819, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:155, godiste=18, spol=Z, ukupanBrojBodova=27], redniBroj=78, vrijeme=887, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:158, godiste=18, spol=Z, ukupanBrojBodova=29], redniBroj=79, vrijeme=976, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:160, godiste=18, spol=Z, ukupanBrojBodova=35], redniBroj=81, vrijeme=93, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:142, godiste=18, spol=Z, ukupanBrojBodova=83], redniBroj=71, vrijeme=130, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:151, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=76, vrijeme=236, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:157, godiste=18, spol=Z, ukupanBrojBodova=16], redniBroj=79, vrijeme=270, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:143, godiste=18, spol=Z, ukupanBrojBodova=44], redniBroj=72, vrijeme=359, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:146, godiste=18, spol=Z, ukupanBrojBodova=18], redniBroj=74, vrijeme=374, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:155, godiste=18, spol=Z, ukupanBrojBodova=27], redniBroj=78, vrijeme=417, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:144, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=73, vrijeme=680, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:153, godiste=18, spol=Z, ukupanBrojBodova=10], redniBroj=77, vrijeme=735, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:158, godiste=18, spol=Z, ukupanBrojBodova=29], redniBroj=80, vrijeme=928, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:147, godiste=18, spol=Z, ukupanBrojBodova=9], redniBroj=75, vrijeme=938, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:141, godiste=18, spol=Z, ukupanBrojBodova=12], redniBroj=70, vrijeme=981, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:153, godiste=18, spol=Z, ukupanBrojBodova=10], redniBroj=81, vrijeme=31, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:149, godiste=18, spol=Z, ukupanBrojBodova=2], redniBroj=78, vrijeme=88, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:158, godiste=18, spol=Z, ukupanBrojBodova=29], redniBroj=85, vrijeme=227, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:151, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=79, vrijeme=284, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:156, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=83, vrijeme=390, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:152, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=80, vrijeme=413, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:154, godiste=18, spol=Z, ukupanBrojBodova=18], redniBroj=82, vrijeme=481, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:142, godiste=18, spol=Z, ukupanBrojBodova=83], redniBroj=76, vrijeme=533, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:141, godiste=18, spol=Z, ukupanBrojBodova=12], redniBroj=75, vrijeme=535, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:159, godiste=18, spol=Z, ukupanBrojBodova=21], redniBroj=86, vrijeme=720, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:145, godiste=18, spol=Z, ukupanBrojBodova=6], redniBroj=77, vrijeme=756, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:157, godiste=18, spol=Z, ukupanBrojBodova=16], redniBroj=84, vrijeme=908, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:160, godiste=18, spol=Z, ukupanBrojBodova=35], redniBroj=91, vrijeme=9, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:142, godiste=18, spol=Z, ukupanBrojBodova=83], redniBroj=81, vrijeme=146, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:156, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=90, vrijeme=157, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:155, godiste=18, spol=Z, ukupanBrojBodova=27], redniBroj=89, vrijeme=241, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:148, godiste=18, spol=Z, ukupanBrojBodova=26], redniBroj=85, vrijeme=257, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:143, godiste=18, spol=Z, ukupanBrojBodova=44], redniBroj=82, vrijeme=452, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:154, godiste=18, spol=Z, ukupanBrojBodova=18], redniBroj=88, vrijeme=621, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:153, godiste=18, spol=Z, ukupanBrojBodova=10], redniBroj=87, vrijeme=636, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:145, godiste=18, spol=Z, ukupanBrojBodova=6], redniBroj=84, vrijeme=783, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:149, godiste=18, spol=Z, ukupanBrojBodova=2], redniBroj=86, vrijeme=797, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:144, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=83, vrijeme=863, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:144, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=72, vrijeme=10, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:149, godiste=18, spol=Z, ukupanBrojBodova=2], redniBroj=75, vrijeme=16, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:154, godiste=18, spol=Z, ukupanBrojBodova=18], redniBroj=80, vrijeme=97, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z18:156, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=81, vrijeme=105, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:151, godiste=18, spol=Z, ukupanBrojBodova=60], redniBroj=77, vrijeme=120, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:160, godiste=18, spol=Z, ukupanBrojBodova=35], redniBroj=84, vrijeme=249, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:150, godiste=18, spol=Z, ukupanBrojBodova=12], redniBroj=76, vrijeme=250, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:143, godiste=18, spol=Z, ukupanBrojBodova=44], redniBroj=71, vrijeme=261, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:146, godiste=18, spol=Z, ukupanBrojBodova=18], redniBroj=73, vrijeme=376, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:141, godiste=18, spol=Z, ukupanBrojBodova=12], redniBroj=70, vrijeme=482, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:148, godiste=18, spol=Z, ukupanBrojBodova=26], redniBroj=74, vrijeme=566, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:159, godiste=18, spol=Z, ukupanBrojBodova=21], redniBroj=83, vrijeme=570, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:152, godiste=18, spol=Z, ukupanBrojBodova=13], redniBroj=78, vrijeme=797, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:153, godiste=18, spol=Z, ukupanBrojBodova=10], redniBroj=79, vrijeme=906, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z18:158, godiste=18, spol=Z, ukupanBrojBodova=29], redniBroj=82, vrijeme=931, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72], redniBroj=83, vrijeme=201, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:166, godiste=25, spol=Z, ukupanBrojBodova=70], redniBroj=84, vrijeme=227, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:171, godiste=25, spol=Z, ukupanBrojBodova=15], redniBroj=85, vrijeme=382, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:162, godiste=25, spol=Z, ukupanBrojBodova=37], redniBroj=82, vrijeme=435, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:177, godiste=25, spol=Z, ukupanBrojBodova=38], redniBroj=86, vrijeme=951, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:173, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=88, vrijeme=89, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z25:175, godiste=25, spol=Z, ukupanBrojBodova=26], redniBroj=89, vrijeme=112, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:177, godiste=25, spol=Z, ukupanBrojBodova=38], redniBroj=91, vrijeme=112, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:166, godiste=25, spol=Z, ukupanBrojBodova=70], redniBroj=85, vrijeme=154, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:176, godiste=25, spol=Z, ukupanBrojBodova=12], redniBroj=90, vrijeme=228, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:170, godiste=25, spol=Z, ukupanBrojBodova=27], redniBroj=87, vrijeme=307, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:167, godiste=25, spol=Z, ukupanBrojBodova=18], redniBroj=86, vrijeme=351, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:165, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=84, vrijeme=492, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:163, godiste=25, spol=Z, ukupanBrojBodova=36], redniBroj=82, vrijeme=597, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72], redniBroj=83, vrijeme=789, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:180, godiste=25, spol=Z, ukupanBrojBodova=0], redniBroj=94, vrijeme=24, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72], redniBroj=90, vrijeme=237, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:163, godiste=25, spol=Z, ukupanBrojBodova=36], redniBroj=89, vrijeme=339, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:162, godiste=25, spol=Z, ukupanBrojBodova=37], redniBroj=88, vrijeme=442, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:161, godiste=25, spol=Z, ukupanBrojBodova=37], redniBroj=87, vrijeme=544, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:173, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=92, vrijeme=897, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:178, godiste=25, spol=Z, ukupanBrojBodova=8], redniBroj=93, vrijeme=944, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:168, godiste=25, spol=Z, ukupanBrojBodova=6], redniBroj=91, vrijeme=966, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:169, godiste=25, spol=Z, ukupanBrojBodova=25], redniBroj=97, vrijeme=107, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72], redniBroj=93, vrijeme=202, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:166, godiste=25, spol=Z, ukupanBrojBodova=70], redniBroj=95, vrijeme=218, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:174, godiste=25, spol=Z, ukupanBrojBodova=12], redniBroj=100, vrijeme=244, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:162, godiste=25, spol=Z, ukupanBrojBodova=37], redniBroj=92, vrijeme=278, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:167, godiste=25, spol=Z, ukupanBrojBodova=18], redniBroj=96, vrijeme=682, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:173, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=99, vrijeme=697, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:165, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=94, vrijeme=782, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:170, godiste=25, spol=Z, ukupanBrojBodova=27], redniBroj=98, vrijeme=859, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:175, godiste=25, spol=Z, ukupanBrojBodova=26], redniBroj=101, vrijeme=935, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:180, godiste=25, spol=Z, ukupanBrojBodova=0], redniBroj=102, vrijeme=977, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:178, godiste=25, spol=Z, ukupanBrojBodova=8], redniBroj=94, vrijeme=19, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z25:164, godiste=25, spol=Z, ukupanBrojBodova=72], redniBroj=87, vrijeme=70, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z25:161, godiste=25, spol=Z, ukupanBrojBodova=37], redniBroj=85, vrijeme=101, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:166, godiste=25, spol=Z, ukupanBrojBodova=70], redniBroj=89, vrijeme=304, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:170, godiste=25, spol=Z, ukupanBrojBodova=27], redniBroj=91, vrijeme=324, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:163, godiste=25, spol=Z, ukupanBrojBodova=36], redniBroj=86, vrijeme=494, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:172, godiste=25, spol=Z, ukupanBrojBodova=10], redniBroj=92, vrijeme=583, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:177, godiste=25, spol=Z, ukupanBrojBodova=38], redniBroj=93, vrijeme=799, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:165, godiste=25, spol=Z, ukupanBrojBodova=16], redniBroj=88, vrijeme=881, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:179, godiste=25, spol=Z, ukupanBrojBodova=4], redniBroj=95, vrijeme=936, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z25:167, godiste=25, spol=Z, ukupanBrojBodova=18], redniBroj=90, vrijeme=990, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:188, godiste=35, spol=Z, ukupanBrojBodova=37], redniBroj=92, vrijeme=123, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:183, godiste=35, spol=Z, ukupanBrojBodova=47], redniBroj=88, vrijeme=382, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:190, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=93, vrijeme=382, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61], redniBroj=95, vrijeme=482, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:194, godiste=35, spol=Z, ukupanBrojBodova=56], redniBroj=96, vrijeme=521, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:195, godiste=35, spol=Z, ukupanBrojBodova=14], redniBroj=97, vrijeme=521, brojBodova=8, diskvalificiran=false]
